order_id,order_date,state,category,item,gender,size,is_subscriber,quantity,total_amount,review,age,payment_type
8666,2023-08-11,Jalisco,Bottoms,Jeans,Female,L,1,1,299.99,3,25,"Credit Card"
8667,2023-01-28,Zacatecas,Outerwear,Hoodie,Male,L,0,1,275.45,1,57,"Debit Card"
8668,2021-07-25,Michoacán,Shoes,Slip-Ons,Male,M,0,1,750.00,2,57,"Credit Card"
8669,2024-11-21,Coahuila,Tops,T-Shirt,Female,M,1,1,99.99,5,50,PayPal
8670,2024-02-14,"Ciudad de México",Outerwear,Blazer,Female,L,0,1,520.30,5,58,"Credit Card"
8671,2024-11-29,Zacatecas,Swimwear,"Rash Guard",Male,XL,0,1,180.90,4,36,"Debit Card"
8672,2023-05-02,"Estado de México",Shoes,Sneakers,Male,S,0,1,599.50,4,24,"Credit Card"
8673,2022-01-29,Guanajuato,Shoes,Sneakers,Female,M,1,1,599.50,4,59,"Debit Card"
8674,2023-08-23,Hidalgo,Activewear,"Compression Top",Female,L,0,1,250.55,4,25,"Credit Card"
8675,2021-10-22,Tlaxcala,Activewear,"Running Shorts",Male,M,0,1,180.30,5,34,"Debit Card"
8676,2022-01-29,Guanajuato,Activewear,Joggers,Female,L,0,1,345.10,5,24,"Credit Card"
8677,2021-06-03,Guanajuato,Accessories,Scarf,Non-specified,M,0,1,140.80,1,15,"Credit Card"
8678,2024-09-25,"Nuevo León",Activewear,Joggers,Non-specified,M,1,1,345.10,5,27,"Credit Card"
8679,2024-08-07,Durango,Shoes,Boots,Male,M,0,1,890.99,3,36,"Debit Card"
8680,2024-05-08,"Estado de México",Activewear,"Running Shorts",Male,XL,1,1,180.30,5,35,PayPal
8681,2024-02-16,"Nuevo León",Outerwear,Coat,Male,S,0,1,650.00,5,17,"Credit Card"
8682,2023-07-22,"San Luis Potosí",Tops,T-Shirt,Female,XL,1,1,99.99,5,26,Cash
8683,2024-08-09,Jalisco,Activewear,"Track Jacket",Male,L,0,6,2523.60,5,41,"Debit Card"
8684,2022-04-17,Hidalgo,Outerwear,Coat,Male,S,1,1,650.00,3,42,PayPal
8685,2022-10-06,Tabasco,Shoes,Boots,Male,M,0,1,890.99,4,19,PayPal
8686,2024-12-03,Campeche,Swimwear,"Swim Shorts",Female,L,0,1,150.55,4,55,Cash
8687,2023-05-18,Tlaxcala,Activewear,"Training Pants",Male,XL,0,1,310.70,2,25,"Debit Card"
8688,2021-04-16,Campeche,Bottoms,Jeans,Male,M,0,1,299.99,2,55,PayPal
8689,2022-12-27,Chiapas,Tops,"Button-Up Shirt",Female,XL,0,1,220.40,5,18,"Debit Card"
8690,2021-10-18,Chihuahua,Activewear,Joggers,Male,M,0,1,345.10,5,26,PayPal
8691,2023-12-01,Puebla,Accessories,Wallet,Male,M,0,1,330.25,5,47,"Debit Card"
8692,2024-06-02,Jalisco,Tops,T-Shirt,Female,L,0,1,99.99,5,23,"Credit Card"
8693,2022-11-04,"Estado de México",Accessories,Scarf,Male,M,0,1,140.80,1,58,"Debit Card"
8694,2022-01-04,Oaxaca,Bottoms,"Utility Pants",Male,M,0,1,160.00,3,31,"Credit Card"
8695,2023-02-27,"Estado de México",Shoes,Sneakers,Male,S,0,1,599.50,4,48,Cash
8696,2021-09-26,Veracruz,Accessories,Belt,Non-specified,S,1,1,120.60,1,45,"Credit Card"
8697,2024-07-09,Puebla,Activewear,"Training Pants",Female,XL,0,1,310.70,5,25,PayPal
8698,2023-02-17,"Baja California Sur",Swimwear,"Rash Guard",Female,L,0,1,180.90,4,46,"Debit Card"
8699,2022-10-20,Jalisco,"One-Piece Outfits",Tunic,Male,XL,0,1,340.20,4,32,PayPal
8700,2023-07-04,"Ciudad de México",Shoes,Sneakers,Female,XL,1,1,599.50,4,18,PayPal
8701,2024-09-08,"Quintana Roo",Tops,T-Shirt,Female,S,0,1,99.99,3,27,PayPal
8702,2021-12-27,Guerrero,Swimwear,"Swim Shorts",Male,M,0,1,150.55,4,35,"Credit Card"
8703,2024-04-28,Michoacán,Tops,"Polo Shirt",Female,XL,0,1,135.50,5,34,"Credit Card"
8704,2024-08-08,Morelos,Accessories,Cap,Male,S,1,1,99.40,1,46,PayPal
8705,2023-03-23,Colima,Accessories,Cap,Male,S,0,1,99.40,1,17,"Debit Card"
8706,2023-08-05,"San Luis Potosí",Activewear,Joggers,Male,XL,1,1,345.10,5,27,"Debit Card"
8707,2024-07-13,"Estado de México",Outerwear,Blazer,Female,L,0,1,520.30,3,44,"Debit Card"
8708,2023-11-06,Coahuila,Swimwear,"Board Shorts",Non-specified,L,1,1,120.30,4,23,"Debit Card"
8709,2021-08-05,Guanajuato,Accessories,Cap,Female,L,0,1,99.40,1,25,PayPal
8710,2021-09-26,"Nuevo León",Shoes,Sandals,Male,L,0,1,210.25,4,41,"Credit Card"
8711,2021-12-09,Jalisco,Tops,"Tank Top",Male,XL,1,1,89.25,5,27,"Credit Card"
8712,2023-04-16,Durango,Shoes,Sandals,Male,XL,0,1,210.25,4,34,PayPal
8713,2023-01-25,Veracruz,Activewear,"Compression Top",Male,XL,0,1,250.55,5,23,"Credit Card"
8714,2021-01-30,Aguascalientes,Accessories,Scarf,Female,L,0,1,140.80,1,24,PayPal
8715,2023-10-09,"Ciudad de México",Accessories,Scarf,Male,L,0,1,140.80,4,38,PayPal
8716,2024-01-07,Tamaulipas,Shoes,Boots,Non-specified,S,0,1,890.99,4,62,Cash
8717,2024-07-21,Tabasco,Bottoms,"Utility Pants",Female,L,0,1,160.00,3,35,"Debit Card"
8718,2024-10-08,"Quintana Roo",Outerwear,Blazer,Male,L,1,1,520.30,5,37,PayPal
8719,2021-09-20,Morelos,"One-Piece Outfits",Rompers,Male,M,0,1,720.10,3,46,"Debit Card"
8720,2024-06-13,Oaxaca,Tops,"Tank Top",Female,M,0,1,89.25,5,33,"Credit Card"
8721,2024-02-16,Guerrero,Shoes,Boots,Male,XL,0,1,890.99,4,32,"Credit Card"
8722,2022-03-12,Guanajuato,Swimwear,"Rash Guard",Male,M,0,1,180.90,5,27,"Bank Transfer"
8723,2024-12-22,Campeche,Bottoms,"Cargo Pants",Male,M,1,1,250.75,5,23,PayPal
8724,2023-10-29,Puebla,"One-Piece Outfits",Tunic,Female,L,0,1,340.20,3,29,"Debit Card"
8725,2023-02-19,"Baja California",Swimwear,"Swim Shorts",Male,L,0,1,150.55,4,51,PayPal
8726,2021-01-24,Durango,Accessories,Belt,Female,S,1,1,120.60,1,31,"Credit Card"
8727,2021-04-26,"Ciudad de México",Bottoms,Shorts,Female,L,0,1,145.60,3,24,PayPal
8728,2021-10-27,Michoacán,Activewear,"Running Shorts",Male,XL,0,1,180.30,5,31,"Credit Card"
8729,2021-12-17,Veracruz,Bottoms,Shorts,Female,S,0,1,145.60,3,23,"Debit Card"
8730,2021-05-22,Chiapas,Activewear,Joggers,Female,L,1,2,690.20,5,35,"Debit Card"
8731,2022-10-29,"Quintana Roo",Swimwear,"Swim Shorts",Female,M,0,1,150.55,4,31,"Credit Card"
8732,2024-12-18,Yucatán,Activewear,Joggers,Male,S,0,1,345.10,5,17,"Debit Card"
8733,2023-08-26,Jalisco,Bottoms,"Cargo Pants",Male,M,0,1,250.75,2,41,Cash
8734,2021-01-21,Jalisco,Bottoms,Jeans,Female,L,1,1,299.99,3,24,"Debit Card"
8735,2021-12-24,Hidalgo,Accessories,Belt,Female,S,0,1,120.60,4,30,"Debit Card"
8736,2024-08-14,Oaxaca,Bottoms,Jeans,Male,L,0,1,299.99,4,29,"Debit Card"
8737,2021-01-13,Oaxaca,Tops,"Tank Top",Female,S,1,1,89.25,5,25,"Credit Card"
8738,2021-09-22,Yucatán,Outerwear,Hoodie,Female,M,0,1,275.45,5,34,PayPal
8739,2023-06-17,Durango,Accessories,Cap,Male,S,0,1,99.40,2,21,"Credit Card"
8740,2022-07-14,Aguascalientes,Shoes,Loafers,Female,L,1,1,480.40,4,55,"Credit Card"
8741,2022-07-06,"Nuevo León",Bottoms,Jeans,Female,XL,1,1,299.99,3,53,Cash
8742,2022-07-11,Sonora,Accessories,Belt,Female,S,1,1,120.60,1,47,"Debit Card"
8743,2024-07-11,Tamaulipas,"One-Piece Outfits",Kaftan,Male,M,1,1,415.35,3,43,PayPal
8744,2024-05-12,Zacatecas,Tops,T-Shirt,Male,M,1,1,99.99,4,34,"Credit Card"
8745,2021-12-26,"Baja California Sur",Swimwear,"Rash Guard",Male,L,1,1,180.90,4,40,"Debit Card"
8746,2023-11-09,"Estado de México",Accessories,Scarf,Male,S,0,1,140.80,1,27,"Credit Card"
8747,2024-08-17,Puebla,Accessories,Belt,Male,XL,1,1,120.60,4,27,"Debit Card"
8748,2024-08-09,Guanajuato,Activewear,Joggers,Male,L,1,1,345.10,5,26,"Credit Card"
8749,2021-04-27,Yucatán,Activewear,Joggers,Male,S,0,1,345.10,5,31,Cash
8750,2024-09-28,Guanajuato,Outerwear,Hoodie,Female,M,0,1,275.45,3,37,Cash
8751,2021-06-07,"San Luis Potosí",Accessories,Belt,Female,XL,0,1,120.60,1,51,"Debit Card"
8752,2023-05-15,Aguascalientes,Outerwear,Jacket,Male,XL,1,1,480.90,5,26,"Debit Card"
8753,2021-08-02,"Quintana Roo",Outerwear,Jacket,Female,L,0,1,480.90,5,59,"Bank Transfer"
8754,2021-10-29,Yucatán,Shoes,Boots,Female,M,0,1,890.99,4,26,PayPal
8755,2022-12-27,Jalisco,Accessories,"Messenger Bag",Female,S,0,1,650.75,1,31,PayPal
8756,2024-06-14,Michoacán,Bottoms,Jeans,Male,S,1,1,299.99,3,37,PayPal
8757,2023-08-23,Michoacán,Accessories,Cap,Female,S,0,1,99.40,1,31,"Credit Card"
8758,2023-09-01,Tabasco,Accessories,Wallet,Female,M,1,1,330.25,1,26,PayPal
8759,2023-12-27,Veracruz,Activewear,"Running Shorts",Female,L,1,2,360.60,4,32,"Credit Card"
8760,2022-04-22,Durango,Accessories,Belt,Male,XL,0,1,120.60,1,45,"Debit Card"
8761,2023-03-19,"Quintana Roo",Activewear,"Training Pants",Female,M,0,1,310.70,5,27,"Bank Transfer"
8762,2022-07-19,Tlaxcala,Shoes,Sneakers,Male,XL,0,1,599.50,2,22,"Credit Card"
8763,2021-11-02,Nayarit,Accessories,"Messenger Bag",Female,M,0,1,650.75,1,23,Cash
8764,2024-05-03,Guanajuato,Tops,"Button-Up Shirt",Female,S,1,1,220.40,5,17,"Credit Card"
8765,2021-08-05,"Nuevo León",Outerwear,Hoodie,Male,S,0,1,275.45,5,45,Cash
8766,2024-06-17,Chiapas,Tops,"Tank Top",Male,S,0,1,89.25,5,34,"Debit Card"
8767,2021-07-20,Sonora,Swimwear,"Board Shorts",Male,S,0,1,120.30,3,18,"Credit Card"
8768,2021-06-02,"Ciudad de México",Tops,"Tank Top",Female,L,1,1,89.25,5,23,"Credit Card"
8769,2024-03-10,Tlaxcala,Tops,"Tank Top",Female,XL,0,1,89.25,1,36,"Credit Card"
8770,2024-04-11,"Nuevo León",Activewear,"Running Shorts",Male,XL,0,1,180.30,3,16,Cash
8771,2021-02-01,Zacatecas,Tops,"Button-Up Shirt",Male,M,0,1,220.40,3,42,PayPal
8772,2023-07-14,"Baja California Sur",Shoes,Sandals,Male,S,0,1,210.25,4,17,PayPal
8773,2023-12-30,"Quintana Roo",Outerwear,Blazer,Male,L,0,1,520.30,5,23,"Credit Card"
8774,2024-05-25,Yucatán,Tops,"Tank Top",Male,L,0,1,89.25,4,30,"Credit Card"
8775,2022-11-21,Coahuila,Activewear,Joggers,Non-specified,L,0,1,345.10,5,21,"Debit Card"
8776,2023-07-25,"Estado de México",Activewear,"Running Shorts",Female,XL,1,4,721.20,5,56,PayPal
8777,2023-02-17,"Baja California",Bottoms,Jeans,Male,S,0,1,299.99,3,56,PayPal
8778,2021-08-04,Jalisco,Activewear,Joggers,Male,M,0,1,345.10,4,26,"Credit Card"
8779,2024-03-01,Oaxaca,Bottoms,"Utility Pants",Female,XL,1,1,160.00,3,21,"Credit Card"
8780,2024-05-29,Tabasco,"One-Piece Outfits",Jumpsuit,Female,S,1,1,899.99,3,15,"Debit Card"
8781,2023-05-02,"San Luis Potosí",Shoes,Boots,Female,L,0,1,890.99,4,49,PayPal
8782,2024-11-07,Coahuila,Accessories,Scarf,Female,L,1,1,140.80,1,18,"Debit Card"
8783,2021-11-12,Guerrero,Tops,T-Shirt,Female,L,1,1,99.99,1,34,"Debit Card"
8784,2024-08-05,Veracruz,"One-Piece Outfits",Jumpsuit,Male,S,0,1,899.99,3,30,"Credit Card"
8785,2024-08-12,"Estado de México",Accessories,Scarf,Male,M,0,1,140.80,1,53,"Credit Card"
8786,2024-06-27,Guanajuato,Outerwear,Hoodie,Female,L,1,1,275.45,5,47,"Credit Card"
8787,2024-03-27,Puebla,Activewear,"Running Shorts",Male,L,0,1,180.30,5,15,"Credit Card"
8788,2022-03-26,Tlaxcala,Shoes,Sneakers,Male,M,1,1,599.50,4,39,"Credit Card"
8789,2023-04-29,"Estado de México",Tops,"Tank Top",Female,L,0,1,89.25,2,22,"Debit Card"
8790,2024-11-24,Oaxaca,Activewear,"Compression Top",Female,XL,0,1,250.55,5,39,PayPal
8791,2024-01-29,Veracruz,Shoes,Boots,Male,M,0,1,890.99,4,36,PayPal
8792,2023-06-16,Puebla,Activewear,"Training Pants",Female,XL,0,1,310.70,5,60,PayPal
8793,2023-10-14,Hidalgo,Outerwear,Hoodie,Male,L,0,1,275.45,5,15,"Credit Card"
8794,2021-04-19,Coahuila,Bottoms,Shorts,Female,M,0,1,145.60,3,45,PayPal
8795,2024-05-29,Chihuahua,Bottoms,Shorts,Female,S,0,1,145.60,5,23,"Credit Card"
8796,2024-10-08,Colima,Accessories,Cap,Female,L,1,1,99.40,1,31,"Debit Card"
8797,2024-03-20,"Baja California",Accessories,Wallet,Female,M,1,1,330.25,3,25,"Credit Card"
8798,2024-09-10,Puebla,Shoes,Sandals,Female,M,1,1,210.25,1,46,"Debit Card"
8799,2021-05-23,Sinaloa,Accessories,Cap,Female,M,0,1,99.40,5,60,Cash
8800,2024-12-29,"Quintana Roo",Activewear,"Compression Top",Female,L,1,1,250.55,5,24,Cash
8801,2021-06-05,Yucatán,Shoes,Boots,Female,M,1,1,890.99,4,23,"Debit Card"
8802,2024-02-02,Guanajuato,Outerwear,Hoodie,Female,M,1,1,275.45,5,17,"Debit Card"
8803,2023-04-26,"Estado de México",Accessories,Belt,Female,L,0,1,120.60,5,25,"Credit Card"
8804,2021-11-28,Sonora,Accessories,Wallet,Female,M,0,1,330.25,1,37,Cash
8805,2024-04-10,"Estado de México",Activewear,"Running Shorts",Female,XL,1,1,180.30,5,31,"Credit Card"
8806,2024-08-27,Guerrero,Activewear,"Running Shorts",Male,M,0,1,180.30,5,25,"Credit Card"
8807,2023-08-17,Tamaulipas,Shoes,Boots,Female,M,0,1,890.99,5,62,PayPal
8808,2021-08-10,Sonora,Tops,"Button-Up Shirt",Male,L,0,1,220.40,1,34,"Credit Card"
8809,2024-01-12,"Baja California",Shoes,Boots,Female,M,1,1,890.99,2,37,"Credit Card"
8810,2021-12-15,Sonora,Activewear,Joggers,Non-specified,M,0,1,345.10,4,25,"Credit Card"
8811,2024-10-21,"Nuevo León","One-Piece Outfits",Jumpsuit,Female,M,0,1,899.99,2,24,"Debit Card"
8812,2022-02-06,Morelos,Outerwear,Coat,Female,S,1,1,650.00,2,27,"Debit Card"
8813,2024-01-07,"Quintana Roo","One-Piece Outfits",Kaftan,Male,M,1,1,415.35,3,24,"Debit Card"
8814,2023-10-07,"Ciudad de México",Outerwear,Hoodie,Male,M,0,1,275.45,5,26,"Debit Card"
8815,2023-11-18,Veracruz,Tops,T-Shirt,Female,S,0,1,99.99,5,38,"Credit Card"
8816,2021-01-12,Puebla,Activewear,"Training Pants",Male,S,1,1,310.70,1,43,"Debit Card"
8817,2021-04-14,Veracruz,Tops,"Tank Top",Female,M,0,1,89.25,5,40,Cash
8818,2021-11-26,Querétaro,Outerwear,Coat,Non-specified,M,0,1,650.00,5,53,"Credit Card"
8819,2023-02-12,Sinaloa,Accessories,Belt,Male,L,0,1,120.60,1,27,"Debit Card"
8820,2023-06-19,Jalisco,Accessories,Wallet,Male,M,0,1,330.25,1,18,Cash
8821,2024-11-03,Veracruz,Tops,"Tank Top",Male,L,0,1,89.25,5,23,"Credit Card"
8822,2023-01-14,Yucatán,Shoes,Boots,Male,M,0,1,890.99,2,36,"Credit Card"
8823,2024-09-02,Durango,Outerwear,Hoodie,Male,L,0,1,275.45,1,35,"Credit Card"
8824,2021-02-21,Puebla,Shoes,Boots,Male,XL,0,1,890.99,4,33,"Debit Card"
8825,2023-07-17,Guerrero,Outerwear,Hoodie,Male,M,0,1,275.45,5,25,"Debit Card"
8826,2022-07-26,"Baja California",Swimwear,"Board Shorts",Female,L,0,1,120.30,2,31,"Credit Card"
8827,2024-12-05,Chihuahua,Tops,T-Shirt,Non-specified,S,0,1,99.99,5,58,Cash
8828,2022-10-06,Campeche,Accessories,Belt,Female,L,0,1,120.60,1,26,"Credit Card"
8829,2023-02-19,"Baja California Sur",Activewear,Joggers,Female,M,0,1,345.10,5,52,"Debit Card"
8830,2021-03-22,Sonora,Accessories,Scarf,Female,M,0,1,140.80,1,24,"Credit Card"
8831,2021-11-18,Tlaxcala,Shoes,Sneakers,Male,L,0,1,599.50,4,58,"Credit Card"
8832,2024-11-12,"Quintana Roo",Shoes,Loafers,Female,S,0,1,480.40,5,36,PayPal
8833,2023-04-23,"San Luis Potosí",Tops,T-Shirt,Female,XL,0,1,99.99,4,33,"Bank Transfer"
8834,2022-02-01,"Ciudad de México",Accessories,Scarf,Male,S,0,1,140.80,1,27,Cash
8835,2021-12-21,Querétaro,Activewear,"Running Shorts",Female,S,1,1,180.30,4,31,"Debit Card"
8836,2021-03-26,Tabasco,Accessories,Belt,Female,M,1,1,120.60,5,23,"Credit Card"
8837,2022-05-12,Tabasco,Accessories,Backpack,Female,XL,1,1,540.90,1,54,Cash
8838,2024-04-13,"Baja California",Accessories,Cap,Male,L,0,1,99.40,1,17,"Credit Card"
8839,2022-02-09,Yucatán,Activewear,"Training Pants",Female,XL,0,1,310.70,5,49,"Debit Card"
8840,2024-01-18,Chihuahua,Shoes,Boots,Female,S,0,1,890.99,4,24,"Credit Card"
8841,2023-04-03,Guanajuato,"One-Piece Outfits",Kaftan,Female,XL,0,1,415.35,4,24,"Credit Card"
8842,2022-11-22,Hidalgo,Outerwear,Hoodie,Male,S,0,1,275.45,5,19,PayPal
8843,2023-07-13,Chihuahua,Activewear,"Running Shorts",Female,S,1,1,180.30,2,48,"Credit Card"
8844,2024-06-01,"Estado de México",Shoes,Sneakers,Female,L,0,2,1199.00,4,27,"Credit Card"
8845,2023-06-11,Aguascalientes,Outerwear,Jacket,Female,XL,0,2,961.80,5,47,"Credit Card"
8846,2022-02-24,Veracruz,Tops,"Tank Top",Female,L,0,1,89.25,5,53,PayPal
8847,2021-02-14,Guanajuato,"One-Piece Outfits",Kaftan,Female,S,0,1,415.35,3,33,"Credit Card"
8848,2022-03-16,Coahuila,Swimwear,"Swim Shorts",Female,S,0,1,150.55,4,25,"Debit Card"
8849,2023-04-29,Guanajuato,Outerwear,Hoodie,Female,M,0,1,275.45,5,40,"Credit Card"
8850,2023-06-16,Durango,Outerwear,Hoodie,Male,M,0,1,275.45,2,51,"Debit Card"
8851,2021-12-28,"San Luis Potosí",Outerwear,Hoodie,Male,M,0,1,275.45,5,26,Cash
8852,2024-10-20,"San Luis Potosí",Accessories,Wallet,Male,XL,0,1,330.25,1,30,Cash
8853,2024-06-17,Tamaulipas,Bottoms,Shorts,Non-specified,M,0,1,145.60,3,46,"Debit Card"
8854,2022-07-12,"San Luis Potosí",Tops,"Tank Top",Female,M,1,1,89.25,3,49,"Debit Card"
8855,2022-03-04,Guanajuato,Bottoms,"Cargo Pants",Female,M,0,1,250.75,3,29,"Debit Card"
8856,2023-02-04,Oaxaca,Tops,"Tank Top",Female,L,0,1,89.25,5,35,"Debit Card"
8857,2023-10-09,Yucatán,Outerwear,Jacket,Male,S,0,1,480.90,1,35,"Debit Card"
8858,2024-09-12,Tabasco,Swimwear,"Swim Shorts",Male,S,0,1,150.55,4,53,"Credit Card"
8859,2024-04-12,Aguascalientes,Tops,"Tank Top",Female,XL,1,1,89.25,5,53,"Debit Card"
8860,2023-05-02,Coahuila,Outerwear,Hoodie,Female,L,0,1,275.45,5,24,"Debit Card"
8861,2022-02-23,Chiapas,Outerwear,Jacket,Male,L,0,1,480.90,5,48,"Debit Card"
8862,2024-06-21,"Nuevo León",Accessories,Cap,Female,M,0,1,99.40,4,24,"Credit Card"
8863,2022-02-20,Oaxaca,Activewear,Joggers,Female,XL,0,1,345.10,5,52,"Credit Card"
8864,2023-01-21,Puebla,Swimwear,"Rash Guard",Male,L,0,1,180.90,4,40,Cash
8865,2022-07-11,Yucatán,Shoes,Loafers,Male,S,0,1,480.40,2,32,"Credit Card"
8866,2024-01-02,Puebla,Outerwear,Hoodie,Female,M,0,1,275.45,5,36,PayPal
8867,2023-04-23,Veracruz,Tops,"Polo Shirt",Female,L,0,1,135.50,5,57,"Credit Card"
8868,2023-11-12,Jalisco,"One-Piece Outfits",Tunic,Female,L,1,1,340.20,1,19,"Debit Card"
8869,2021-11-02,Yucatán,Accessories,"Messenger Bag",Male,L,0,1,650.75,1,27,"Debit Card"
8870,2024-06-27,"Nuevo León",Shoes,Loafers,Female,M,1,1,480.40,4,45,PayPal
8871,2023-10-15,Sonora,Swimwear,"Swim Shorts",Male,XL,0,1,150.55,4,42,PayPal
8872,2024-03-22,Chiapas,Bottoms,Jeans,Male,S,0,1,299.99,3,33,PayPal
8873,2024-06-04,Coahuila,Outerwear,Hoodie,Male,XL,1,1,275.45,4,24,"Credit Card"
8874,2024-02-10,"Ciudad de México",Swimwear,"Rash Guard",Female,XL,0,1,180.90,4,17,Cash
8875,2024-01-13,"Nuevo León",Activewear,"Running Shorts",Non-specified,M,0,1,180.30,5,26,"Credit Card"
8876,2024-09-28,Michoacán,Shoes,Sneakers,Female,L,0,1,599.50,4,17,Cash
8877,2024-02-16,Chihuahua,Bottoms,Shorts,Female,M,0,1,145.60,3,24,"Credit Card"
8878,2021-08-07,"Estado de México",Accessories,Belt,Male,L,0,1,120.60,1,30,"Debit Card"
8879,2024-04-25,Campeche,Bottoms,"Cargo Pants",Male,S,1,1,250.75,3,25,"Credit Card"
8880,2024-04-08,"Quintana Roo",Bottoms,"Cargo Pants",Female,M,0,1,250.75,3,30,PayPal
8881,2023-10-20,Michoacán,Outerwear,Hoodie,Female,S,0,1,275.45,5,52,"Credit Card"
8882,2022-03-09,Sinaloa,Accessories,Belt,Male,XL,1,1,120.60,1,20,"Debit Card"
8883,2021-08-27,Chihuahua,Bottoms,Shorts,Male,M,1,1,145.60,3,57,"Credit Card"
8884,2023-06-26,Chihuahua,Shoes,Boots,Female,L,1,1,890.99,4,35,"Debit Card"
8885,2024-07-19,Durango,Outerwear,Hoodie,Female,M,1,1,275.45,5,15,PayPal
8886,2022-09-07,"Ciudad de México",Tops,"Tank Top",Male,XL,0,1,89.25,5,45,Cash
8887,2024-08-14,Morelos,Tops,"Tank Top",Female,XL,0,1,89.25,4,27,"Debit Card"
8888,2021-08-12,Oaxaca,Shoes,Sneakers,Male,XL,0,1,599.50,1,25,PayPal
8889,2024-12-20,Michoacán,Accessories,Belt,Male,M,1,1,120.60,1,33,"Credit Card"
8890,2021-06-22,"Nuevo León",Activewear,"Track Jacket",Male,M,0,1,420.60,5,20,"Credit Card"
8891,2022-07-19,Tabasco,Accessories,Wallet,Female,M,0,1,330.25,1,17,"Debit Card"
8892,2021-08-28,Chihuahua,"One-Piece Outfits",Tunic,Male,XL,1,2,680.40,3,24,Cash
8893,2024-02-01,Campeche,Bottoms,Jeans,Female,S,0,1,299.99,1,51,"Debit Card"
8894,2022-05-18,Sinaloa,Activewear,"Compression Top",Male,L,0,1,250.55,2,15,"Credit Card"
8895,2024-01-18,Tlaxcala,Tops,"Polo Shirt",Male,S,0,1,135.50,5,55,PayPal
8896,2021-04-01,Puebla,"One-Piece Outfits",Rompers,Male,M,0,1,720.10,5,52,"Bank Transfer"
8897,2021-06-18,Guanajuato,Activewear,"Training Pants",Male,XL,1,1,310.70,2,18,"Debit Card"
8898,2023-08-28,Guanajuato,Activewear,"Training Pants",Female,L,0,1,310.70,2,25,"Credit Card"
8899,2024-09-08,"Nuevo León",Swimwear,"Swim Shorts",Male,S,1,1,150.55,4,46,"Debit Card"
8900,2023-06-09,Campeche,Activewear,"Track Jacket",Male,M,0,1,420.60,5,23,PayPal
8901,2022-02-27,Colima,Accessories,Cap,Male,M,0,1,99.40,1,25,"Debit Card"
8902,2021-12-05,Veracruz,Bottoms,Shorts,Female,S,1,1,145.60,3,58,Cash
8903,2023-12-23,Jalisco,Shoes,Sneakers,Male,L,0,1,599.50,4,28,PayPal
8904,2022-09-04,Jalisco,Activewear,"Training Pants",Male,M,0,1,310.70,4,24,PayPal
8905,2023-07-08,Tabasco,Swimwear,"Rash Guard",Female,M,1,1,180.90,4,51,"Debit Card"
8906,2023-08-27,Sinaloa,"One-Piece Outfits",Rompers,Female,S,0,1,720.10,3,18,"Credit Card"
8907,2022-12-09,Zacatecas,Activewear,Joggers,Male,M,0,1,345.10,2,52,PayPal
8908,2023-03-13,Puebla,Shoes,Boots,Male,L,0,1,890.99,4,55,"Debit Card"
8909,2023-08-13,Veracruz,Bottoms,"Cargo Pants",Female,XL,0,1,250.75,5,30,Cash
8910,2021-06-20,Yucatán,Activewear,"Running Shorts",Male,L,0,1,180.30,5,23,"Debit Card"
8911,2022-08-29,"Nuevo León","One-Piece Outfits",Rompers,Male,XL,0,1,720.10,3,61,"Credit Card"
8912,2023-05-25,Veracruz,Outerwear,Jacket,Male,M,1,1,480.90,5,39,"Debit Card"
8913,2023-10-03,"San Luis Potosí",Shoes,Sandals,Non-specified,M,0,1,210.25,4,26,PayPal
8914,2021-07-03,Veracruz,Shoes,Sandals,Female,M,0,4,841.00,4,18,"Credit Card"
8915,2021-12-30,Chihuahua,Accessories,Wallet,Female,XL,1,1,330.25,3,24,"Credit Card"
8916,2023-07-14,Puebla,Tops,"Tank Top",Female,M,0,1,89.25,5,59,PayPal
8917,2021-06-22,Veracruz,"One-Piece Outfits",Rompers,Female,S,0,2,1440.20,3,23,"Debit Card"
8918,2022-03-17,"Baja California Sur",Shoes,Sandals,Female,S,0,1,210.25,4,39,"Debit Card"
8919,2024-08-06,Hidalgo,Swimwear,"Board Shorts",Female,XL,0,1,120.30,2,23,"Credit Card"
8920,2022-12-17,"Nuevo León",Accessories,Scarf,Female,M,1,1,140.80,5,21,Cash
8921,2021-11-03,Colima,Accessories,"Messenger Bag",Male,XL,0,1,650.75,1,33,"Debit Card"
8922,2024-07-22,Veracruz,Bottoms,Jeans,Female,S,0,1,299.99,4,23,Cash
8923,2024-12-06,Querétaro,Bottoms,Shorts,Female,XL,1,1,145.60,3,31,"Credit Card"
8924,2021-05-14,Sonora,Activewear,Joggers,Non-specified,M,0,1,345.10,4,27,Cash
8925,2024-02-08,Oaxaca,Shoes,Loafers,Male,S,0,1,480.40,4,23,"Credit Card"
8926,2021-04-22,Tamaulipas,"One-Piece Outfits",Kaftan,Female,M,0,1,415.35,3,23,PayPal
8927,2023-10-25,"Nuevo León",Swimwear,"Rash Guard",Female,M,1,1,180.90,4,28,"Bank Transfer"
8928,2022-06-04,Colima,Shoes,Boots,Male,L,0,1,890.99,1,35,"Debit Card"
8929,2021-06-27,"Ciudad de México",Activewear,Joggers,Male,S,0,1,345.10,3,16,"Credit Card"
8930,2022-11-21,Yucatán,Activewear,"Compression Top",Female,L,0,1,250.55,4,23,PayPal
